Source,Target,Lag,MCI_Value,P_Value
AH,T,0,0.25507591418169956,1.396499318467662e-08
T,AH,0,0.25507591418169956,1.396499318467662e-08
$NO_2$,AH,0,-0.30163863568522714,1.4868969197930522e-11
T,$NO_2$,1,-0.2806549857042684,3.873490302148924e-10
T,$NO_2$,4,-0.09272139267910125,0.042521880405430965
AH,$NO_2$,0,-0.30163863568522714,1.4868969197930522e-11
T,$Flu_B$,1,-0.2011804397245584,8.927452614050539e-06
