Source,Target,Lag,MCI_Value,P_Value
AH,T,0,0.25507591418169956,1.396499318467662e-08
T,AH,0,0.25507591418169956,1.396499318467662e-08
$O_3$,AH,0,-0.4610530066503485,1.0896627245495577e-26
AH,$O_3$,0,-0.4610530066503485,1.0896627245495577e-26
T,$Flu_B$,1,-0.2011804397245584,8.927452614050539e-06
