Source,Target,Lag,MCI_Value,P_Value
AH,T,0,0.3400552181190262,1.2875298000700925e-13
T,AH,0,0.3400552181190262,1.2875298000700925e-13
$PM_{10}$,AH,0,-0.4264018452058189,3.2241922690511892e-21
T,$PM_{10}$,1,-0.3036985439866379,4.924346395368089e-11
T,$PM_{10}$,2,-0.12995276734787212,0.005932419356974936
AH,$PM_{10}$,0,-0.4264018452058189,3.2241922690511892e-21
$PM_{10}$,$Flu_A$,1,-0.1388373389139238,0.0032327175944021043
