Source,Target,Lag,MCI_Value,P_Value
AH,T,0,0.3400552181190262,1.2875298000700925e-13
T,AH,0,0.3400552181190262,1.2875298000700925e-13
$SO_2$,AH,0,-0.4387401652106328,1.8680255681413906e-22
T,$SO_2$,1,-0.2218507381908519,2.118351229982474e-06
AH,$SO_2$,0,-0.4387401652106328,1.8680255681413906e-22
$SO_2$,$Flu_A$,1,-0.0980458986162662,0.03782278525133812
