Source,Target,Lag,MCI_Value,P_Value
AH,T,0,0.3400552181190262,1.2875298000700925e-13
T,AH,0,0.3400552181190262,1.2875298000700925e-13
$PM_{2.5}$,AH,0,-0.36728469278160814,8.711319629860909e-16
T,$PM_{2.5}$,1,-0.32716960542151374,1.161455755302138e-12
AH,$PM_{2.5}$,0,-0.36728469278160814,8.711319629860909e-16
T,$Flu_B$,4,-0.11291358200406548,0.016684583462757866
