Source,Target,Lag,MCI_Value,P_Value
AH,T,0,0.3400552181190262,1.2875298000700925e-13
$NO_2$,T,0,-0.2660772796172079,1.0288705194102792e-08
T,AH,0,0.3400552181190262,1.2875298000700925e-13
T,$NO_2$,0,-0.2660772796172079,1.0288705194102792e-08
T,$NO_2$,1,-0.35311068279599117,1.333448427719923e-14
AH,$NO_2$,4,-0.14032988863668774,0.002882417689228726
T,$Flu_B$,4,-0.11291358200406548,0.016684583462757866
