Source,Target,Lag,MCI_Value,P_Value
AH,T,0,0.3400552181190262,1.2875298000700925e-13
T,AH,0,0.3400552181190262,1.2875298000700925e-13
$O_3$,AH,0,-0.45964230717029214,7.4807194721572575e-25
T,$O_3$,1,-0.13027725490953956,0.005753227642183768
AH,$O_3$,0,-0.45964230717029214,7.4807194721572575e-25
T,$Flu_B$,4,-0.11291358200406548,0.016684583462757866
