Source,Target,Lag,MCI_Value,P_Value
AH,T,0,0.3400552181190262,1.2875298000700925e-13
$CO$,T,0,-0.2487559766671642,9.267675733219659e-08
T,AH,0,0.3400552181190262,1.2875298000700925e-13
T,$CO$,0,-0.2487559766671642,9.267675733219659e-08
AH,$CO$,1,0.11261616502024928,0.01697538402318829
T,$Flu_B$,4,-0.11291358200406548,0.016684583462757866
