Source,Target,Lag,MCI_Value,P_Value
AH,T,0,0.25507591418169956,1.396499318467662e-08
T,AH,0,0.25507591418169956,1.396499318467662e-08
$O_3$,AH,0,-0.4610530066503485,1.0896627245495577e-26
AH,$O_3$,0,-0.4610530066503485,1.0896627245495577e-26
$Flu_A$,$O_3$,0,-0.2260096389488333,6.105285828505375e-07
T,$Flu_A$,4,-0.09787478066118531,0.032222327152492625
$O_3$,$Flu_A$,0,-0.2260096389488333,6.105285828505375e-07
