Source,Target,Lag,MCI_Value,P_Value
AH,T,0,0.25507591418169956,1.396499318467662e-08
T,AH,0,0.25507591418169956,1.396499318467662e-08
$PM_{2.5}$,AH,0,-0.3719873876900653,3.3660920185985953e-17
$Flu_A$,AH,0,0.12816012643358773,0.005012388494657015
T,$PM_{2.5}$,1,-0.2341392094340553,2.057292206981508e-07
AH,$PM_{2.5}$,0,-0.3719873876900653,3.3660920185985953e-17
T,$Flu_A$,4,-0.10069502255142292,0.02738575814803232
AH,$Flu_A$,0,0.12816012643358773,0.005012388494657015
